1617760159965,00004000,0.0103248367,0.0115918973,0.0117222555,31.5647850037
1617760160971,00004000,0.010386155,0.0115795936,0.0121314274,31.5887794495
1617760161975,00004000,0.0105087189,0.0115739824,0.0120124761,31.5670089722
1617760162989,00004000,0.0106925881,0.0114423148,0.0119685913,31.5632724762
1617760163999,00004000,0.0105087534,0.0111747151,0.0118950326,31.5626296997
1617760165010,00004000,0.0102023846,0.0113175064,0.0120193353,31.5884094238
1617760166025,00004000,0.010324873,0.011429633,0.0120528191,31.5669441223
1617760167028,00004000,0.0103861652,0.0113578858,0.0118035842,31.5632629395
1617760168036,00004000,0.0105085941,0.011707156,0.0121703381,31.5626296997
1617760169036,00004000,0.0528185703,0.0333503038,0.0367789008,31.5625209808
1617760170046,00004000,0.0273283869,0.0267793965,0.0334957726,31.6066970825
1617760171051,00004000,0.0102022998,0.0117479712,0.0125148315,31.6218566895
1617760172055,00004000,0.0104473149,0.011444049,0.0128067797,31.624458313
1617760173055,00004000,0.0100797536,0.0118129598,0.0124557959,31.6249046326
1617760174064,00004000,0.0102023957,0.0115112625,0.0128451316,31.6249809265
1617760175064,00004000,0.0354167037,0.0541602001,0.0594237819,31.6249961853
1617760176073,00004000,0.0574753135,0.0363294221,0.0399643332,31.6249961853
1617760177080,00004000,0.0109376842,0.0116641363,0.0122188935,31.6249961853
1617760178085,00004000,0.0104472917,0.0110894367,0.0118196439,31.6691894531
1617760179090,00004000,0.0105087589,0.0112881046,0.0124159427,31.6142730713
1617760180097,00004000,0.0103860665,0.0112319263,0.0123209804,31.6490440369
1617760181098,00004000,0.0109988526,0.0115386406,0.0120431846,31.6733169556
1617760182108,00004000,0.0572302379,0.038592793,0.0464586951,31.614982605
1617760183113,00004000,0.0218134802,0.0194186959,0.0212047603,31.6491661072
1617760184117,00004000,0.0103861056,0.011524817,0.0126486942,31.6291446686
1617760185121,00004000,0.0101409871,0.0117623257,0.0125582609,31.6699028015
1617760186127,00004000,0.0104473848,0.0119883958,0.0134871313,31.6143951416
1617760187128,00004000,0.0100796903,0.0116954995,0.0122968014,31.6231784821
1617760188130,00004000,0.0422801003,0.045683451,0.0523372591,31.6246852875
1617760189140,00004000,0.05061334,0.0334587917,0.037591368,31.6249446869
1617760190145,00004000,0.0105699804,0.0117306486,0.0118187591,31.6249885559
1617760191145,00004000,0.010324901,0.0111446483,0.0117700743,31.6249961853
1617760192146,00000000,0.0101409554,0.0111927902,0.0117708743,31.6249961853
1617760193154,00004000,0.010447491,0.0115719102,0.0121903652,31.6249961853
1617760194160,00004000,0.0114278132,0.011882171,0.0125603676,31.6950836182
1617760195165,00004000,0.0584558249,0.0414059833,0.0518161766,31.6888008118
1617760196174,00004000,0.0146752438,0.0168135837,0.0164141599,31.6618328094
