mean_fit_time,std_fit_time,mean_score_time,std_score_time,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0.0051861763000488285,0.0003997820081108984,0.0015955448150634765,0.0007979518354372129,{},0.6625,0.85,0.775,0.675,0.6625,0.7250000000000001,0.07541551564499178,1,0.83125,0.784375,0.784375,0.803125,0.809375,0.8025,0.017499999999999995
