mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_solver,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0.281115198135376,0.04282297431212857,0.0019214153289794922,0.0020334969539283826,1,newton-cg,"{'C': 1, 'solver': 'newton-cg'}",0.825,0.975,0.9,0.875,0.9375,0.9024999999999999,0.05147815070493501,9,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.9308623790740966,0.0584218007099917,0.0007291793823242188,0.0009535246445508527,1,sag,"{'C': 1, 'solver': 'sag'}",0.8375,0.95,0.9125,0.8625,0.925,0.8975,0.0413823633931171,12,1.0,1.0,1.0,1.0,1.0,1.0,0.0
1.5951721668243408,0.6287549739025997,0.0018581390380859376,0.002251984945366484,1,saga,"{'C': 1, 'solver': 'saga'}",0.85,0.9625,0.9125,0.875,0.925,0.905,0.03921096785339532,2,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.21106367111206054,0.013782087460758829,0.001594686508178711,0.0011975055609382808,1,lbfgs,"{'C': 1, 'solver': 'lbfgs'}",0.825,0.975,0.9,0.875,0.9375,0.9024999999999999,0.05147815070493501,9,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.39662508964538573,0.2775929640914414,0.0023941993713378906,0.0017397467920363405,10,newton-cg,"{'C': 10, 'solver': 'newton-cg'}",0.8125,0.975,0.9125,0.875,0.95,0.905,0.05733672470589856,2,1.0,1.0,1.0,1.0,1.0,1.0,0.0
1.269439697265625,0.2826677761685862,0.0023079872131347655,0.003141544786301234,10,sag,"{'C': 10, 'solver': 'sag'}",0.85,0.9625,0.9125,0.8625,0.925,0.9025000000000001,0.04138236339311713,6,1.0,1.0,1.0,1.0,1.0,1.0,0.0
1.2657562255859376,0.11080316448968662,0.00048470497131347656,0.0004537296366325269,10,saga,"{'C': 10, 'solver': 'saga'}",0.85,0.975,0.9125,0.875,0.9125,0.9049999999999999,0.0422788363132194,5,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.23756928443908693,0.04995080824660649,0.0005978584289550781,0.0004881497668026282,10,lbfgs,"{'C': 10, 'solver': 'lbfgs'}",0.8125,0.975,0.9125,0.875,0.9375,0.9025000000000001,0.05556527692723216,6,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.23543143272399902,0.02100075125248175,0.0003976345062255859,0.0004870044697182738,100,newton-cg,"{'C': 100, 'solver': 'newton-cg'}",0.8125,0.975,0.9,0.875,0.95,0.9025000000000001,0.057227615711297974,6,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.950017261505127,0.07066762600700006,0.000691986083984375,0.00039982494598783403,100,sag,"{'C': 100, 'solver': 'sag'}",0.85,0.9625,0.9,0.8625,0.925,0.9,0.04107919181288747,11,1.0,1.0,1.0,1.0,1.0,1.0,0.0
1.3753065109252929,0.17133429724896074,0.0007906436920166015,0.0003956423503224537,100,saga,"{'C': 100, 'solver': 'saga'}",0.85,0.975,0.9125,0.875,0.925,0.9075,0.04301162633521314,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.44354820251464844,0.42787680556626567,0.0007962703704833985,0.00039815127199581125,100,lbfgs,"{'C': 100, 'solver': 'lbfgs'}",0.8125,0.975,0.9125,0.875,0.95,0.905,0.05733672470589856,2,1.0,1.0,1.0,1.0,1.0,1.0,0.0
