mean_fit_time,std_fit_time,mean_score_time,std_score_time,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0.006383705139160156,0.0004886751662834906,0.0015958309173583984,0.0004885975783494126,{},0.7625,0.7375,0.7088607594936709,0.6962025316455697,0.6835443037974683,0.7177215189873418,0.02865645681560795,1,0.7760252365930599,0.7728706624605678,0.7767295597484277,0.7861635220125787,0.7861635220125787,0.7795905005654425,0.005521983983967731
