mean_fit_time,std_fit_time,mean_score_time,std_score_time,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0.006184625625610352,0.0009768343082481924,0.001596355438232422,0.0004879565668202936,{},0.7625,0.7,0.7088607594936709,0.6962025316455697,0.6835443037974683,0.7102215189873418,0.02737727711140992,1,0.7634069400630915,0.7570977917981072,0.7672955974842768,0.7830188679245284,0.7987421383647799,0.7739122671269567,0.015075287580917598
