mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0.018304204940795897,0.001459698186075824,0.0014004707336425781,0.000803710069828272,1,{'n_estimators': 1},0.46037735849056605,0.45660377358490567,0.4716981132075472,0.46037735849056605,0.5207547169811321,0.4739622641509434,0.02393773815419427,5,0.8132075471698114,0.8018867924528302,0.8084905660377358,0.8066037735849056,0.810377358490566,0.8081132075471699,0.0038017814489829933
0.07266173362731934,0.007365412163033609,0.002719688415527344,0.0007480734862449015,5,{'n_estimators': 5},0.5849056603773585,0.5433962264150943,0.5320754716981132,0.5924528301886792,0.5245283018867924,0.5554716981132076,0.027873487264331146,4,0.9584905660377359,0.9556603773584905,0.9594339622641509,0.9622641509433962,0.9594339622641509,0.9590566037735849,0.002117919275532433
0.1813082218170166,0.022038159448952793,0.004894542694091797,0.0015516645228540041,10,{'n_estimators': 10},0.6377358490566037,0.569811320754717,0.6264150943396226,0.6150943396226415,0.5584905660377358,0.6015094339622642,0.03153597345777536,3,0.9915094339622641,0.9896226415094339,0.9924528301886792,0.9896226415094339,0.9924528301886792,0.991132075471698,0.0012796849024764884
0.21740274429321288,0.019177254697840738,0.003199195861816406,0.00043626260281056826,15,{'n_estimators': 15},0.7018867924528301,0.6339622641509434,0.6490566037735849,0.6490566037735849,0.6490566037735849,0.6566037735849056,0.023384050392195717,1,0.9924528301886792,0.9962264150943396,0.9990566037735849,0.9962264150943396,0.9933962264150943,0.9954716981132075,0.0023414478577341163
0.27472515106201173,0.01528758445896514,0.005406618118286133,0.0017427022099478278,20,{'n_estimators': 20},0.6830188679245283,0.6226415094339622,0.6415094339622641,0.6792452830188679,0.6415094339622641,0.6535849056603773,0.023553941938607142,2,0.9981132075471698,1.0,0.9990566037735849,0.9981132075471698,0.9981132075471698,0.9986792452830189,0.0007547169811320698
