mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_degree,param_kernel,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0.10576767921447754,0.0023198064841237105,0.02713494300842285,0.0014835349159821917,1,2,linear,"{'C': 1, 'degree': 2, 'kernel': 'linear'}",0.8625,0.975,0.9125,0.8625,0.9625,0.915,0.04769696007084726,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.2121736526489258,0.014625763315103775,0.034810113906860354,0.0019166695084178208,1,2,poly,"{'C': 1, 'degree': 2, 'kernel': 'poly'}",0.65,0.8375,0.7125,0.6375,0.6125,0.6900000000000001,0.08077747210701756,29,0.909375,0.89375,0.90625,0.9125,0.9,0.9043750000000002,0.006731456008918114
0.11356058120727539,0.009652470756412233,0.029422998428344727,0.002915175892789304,1,2,sigmoid,"{'C': 1, 'degree': 2, 'kernel': 'sigmoid'}",0.8,0.975,0.8875,0.8625,0.9,0.885,0.05667892024377315,17,0.934375,0.9125,0.91875,0.9125,0.9125,0.9181250000000001,0.008477912478906576
0.20395655632019044,0.015287910009671257,0.03352599143981934,0.0005028531553530921,1,3,rbf,"{'C': 1, 'degree': 3, 'kernel': 'rbf'}",0.85,1.0,0.9,0.875,0.9,0.905,0.050990195135927854,15,0.98125,0.96875,0.975,0.975,0.971875,0.974375,0.004145780987944228
0.10591697692871094,0.003024107862511636,0.026535844802856444,0.0022539302530845597,1,3,linear,"{'C': 1, 'degree': 3, 'kernel': 'linear'}",0.8625,0.975,0.9125,0.8625,0.9625,0.915,0.04769696007084726,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.19905953407287597,0.0038301343847833478,0.03430643081665039,0.0011630211622283874,1,3,poly,"{'C': 1, 'degree': 3, 'kernel': 'poly'}",0.4,0.6375,0.5375,0.475,0.475,0.5050000000000001,0.0792937576357685,32,0.684375,0.66875,0.684375,0.6875,0.678125,0.6806249999999999,0.006673173907519577
0.1027341365814209,0.00504554344312522,0.0260317325592041,0.001026861529770571,1,3,sigmoid,"{'C': 1, 'degree': 3, 'kernel': 'sigmoid'}",0.8,0.975,0.8875,0.8625,0.9,0.885,0.05667892024377315,17,0.934375,0.9125,0.91875,0.9125,0.9125,0.9181250000000001,0.008477912478906576
0.20194029808044434,0.006039704964166479,0.03368144035339356,0.0016743737974689696,10,2,rbf,"{'C': 10, 'degree': 2, 'kernel': 'rbf'}",0.8625,1.0,0.9,0.875,0.9125,0.9099999999999999,0.048347699014534284,11,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.10855803489685059,0.006448245860547176,0.02692861557006836,0.0016691808607472375,10,2,linear,"{'C': 10, 'degree': 2, 'kernel': 'linear'}",0.8625,0.975,0.9125,0.8625,0.9625,0.915,0.04769696007084726,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.22917885780334474,0.005207942951838606,0.03449645042419434,0.0018266594408507272,10,2,poly,"{'C': 10, 'degree': 2, 'kernel': 'poly'}",0.7625,0.8625,0.8375,0.7625,0.825,0.8099999999999999,0.04062019202317984,19,1.0,1.0,1.0,1.0,1.0,1.0,0.0
