mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_solver,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0.037092733383178714,0.006625889436213044,0.0005979061126708985,0.00048819156471279667,1,newton-cg,"{'C': 1, 'solver': 'newton-cg'}",0.475,0.6,0.5125,0.45,0.4375,0.495,0.0584166072277396,9,0.515625,0.4875,0.509375,0.515625,0.51875,0.509375,0.011353688827865607
0.16993956565856932,0.02834548363461779,0.0003998279571533203,0.0004896872921989839,1,sag,"{'C': 1, 'solver': 'sag'}",0.475,0.6,0.5125,0.45,0.4375,0.495,0.0584166072277396,9,0.515625,0.4875,0.5125,0.515625,0.51875,0.51,0.011422291801560675
0.17433748245239258,0.00791790071086966,0.0007988929748535157,0.0003994490631474028,1,saga,"{'C': 1, 'solver': 'saga'}",0.475,0.6,0.5125,0.45,0.4375,0.495,0.0584166072277396,9,0.515625,0.4875,0.509375,0.515625,0.51875,0.509375,0.011353688827865607
0.049477005004882814,0.004957771787866115,0.0007983207702636719,0.00039916096900201835,1,lbfgs,"{'C': 1, 'solver': 'lbfgs'}",0.475,0.6,0.5125,0.45,0.4375,0.495,0.0584166072277396,9,0.515625,0.4875,0.509375,0.515625,0.51875,0.509375,0.011353688827865607
0.04988226890563965,0.0022854023296662316,0.0005972385406494141,0.0004876477026152484,10,newton-cg,"{'C': 10, 'solver': 'newton-cg'}",0.6375,0.7875,0.775,0.6375,0.6875,0.7049999999999998,0.06500000000000002,5,0.725,0.709375,0.703125,0.74375,0.73125,0.7224999999999999,0.01471075286992478
0.28546581268310545,0.012371899766815138,0.0009778499603271484,5.446695269058618e-05,10,sag,"{'C': 10, 'solver': 'sag'}",0.6375,0.7875,0.775,0.6375,0.6875,0.7049999999999998,0.06500000000000002,5,0.725,0.709375,0.703125,0.74375,0.73125,0.7224999999999999,0.01471075286992478
0.6058043479919434,0.038607203905586446,0.0009906291961669922,1.6714485783807385e-05,10,saga,"{'C': 10, 'solver': 'saga'}",0.6375,0.7875,0.775,0.6375,0.6875,0.7049999999999998,0.06500000000000002,5,0.725,0.709375,0.703125,0.74375,0.73125,0.7224999999999999,0.01471075286992478
0.1264629364013672,0.005254147444944821,0.0,0.0,10,lbfgs,"{'C': 10, 'solver': 'lbfgs'}",0.6375,0.7875,0.775,0.6375,0.6875,0.7049999999999998,0.06500000000000002,5,0.725,0.709375,0.703125,0.746875,0.73125,0.7231250000000001,0.015637495003995992
0.07260546684265137,0.006746439596814924,0.0003989219665527344,0.0004885777256966609,100,newton-cg,"{'C': 100, 'solver': 'newton-cg'}",0.75,0.8625,0.825,0.775,0.8125,0.805,0.039210967853395305,1,0.871875,0.8375,0.8375,0.846875,0.85,0.8487499999999999,0.012593401049756153
0.6514801979064941,0.005793600900598831,0.0005910396575927734,0.00048279045240941085,100,sag,"{'C': 100, 'solver': 'sag'}",0.7375,0.8625,0.825,0.7625,0.8125,0.8,0.044721359549995794,3,0.8625,0.8375,0.83125,0.84375,0.840625,0.843125,0.010532687216470453
0.8321840763092041,0.04636085722253481,0.0005898952484130859,0.00048184172815248335,100,saga,"{'C': 100, 'solver': 'saga'}",0.7375,0.85,0.825,0.7625,0.8,0.7949999999999999,0.04077376607575021,4,0.846875,0.828125,0.815625,0.83125,0.81875,0.828125,0.011004260538536892
0.15918269157409667,0.03637708787356342,0.0005983352661132812,0.0004885387067869067,100,lbfgs,"{'C': 100, 'solver': 'lbfgs'}",0.75,0.8625,0.825,0.7625,0.825,0.805,0.042278836313219416,1,0.865625,0.8375,0.840625,0.85,0.85625,0.85,0.010269797953221855
