,precision,recall,f1-score,support
1,0.875,1.0,0.9333333333333333,7.0
2,0.9411764705882353,0.7619047619047619,0.8421052631578947,21.0
3,0.9230769230769231,0.96,0.9411764705882353,25.0
4,0.7407407407407407,0.9523809523809523,0.8333333333333334,21.0
5,1.0,0.8260869565217391,0.9047619047619047,23.0
accuracy,0.8865979381443299,0.8865979381443299,0.8865979381443299,0.8865979381443299
macro avg,0.8959988268811798,0.9000745341614907,0.8909420610349403,97.0
weighted avg,0.9022905620085729,0.8865979381443299,0.887180200349266,97.0
