,precision,recall,f1-score,support
1,0.5,1.0,0.6666666666666666,7.0
2,0.7916666666666666,0.9047619047619048,0.8444444444444444,21.0
3,1.0,0.68,0.8095238095238095,25.0
4,0.5769230769230769,0.7142857142857143,0.6382978723404256,21.0
5,0.9375,0.6521739130434783,0.7692307692307693,23.0
accuracy,0.7525773195876289,0.7525773195876289,0.7525773195876289,0.7525773195876289
macro avg,0.7612179487179487,0.7902443064182195,0.745632712441223,97.0
weighted avg,0.8124008723235527,0.7525773195876289,0.7601511159747616,97.0
