,precision,recall,f1-score,support
1,0.7,1.0,0.8235294117647058,7.0
2,0.9411764705882353,0.7619047619047619,0.8421052631578947,21.0
3,0.9130434782608695,0.84,0.8749999999999999,25.0
4,0.6428571428571429,0.8571428571428571,0.7346938775510204,21.0
5,0.9473684210526315,0.782608695652174,0.8571428571428571,23.0
accuracy,0.8247422680412371,0.8247422680412371,0.8247422680412371,0.8247422680412371
macro avg,0.8288891025517758,0.8483312629399586,0.8264942819232954,97.0
weighted avg,0.8534048095163423,0.8247422680412371,0.8295543665105759,97.0
