,precision,recall,f1-score,support
1,0.5384615384615384,1.0,0.7000000000000001,7.0
2,0.9444444444444444,0.8095238095238095,0.8717948717948718,21.0
3,1.0,0.84,0.9130434782608696,25.0
4,0.8,0.9523809523809523,0.8695652173913043,21.0
5,0.95,0.8260869565217391,0.8837209302325583,23.0
accuracy,0.865979381443299,0.865979381443299,0.865979381443299,0.865979381443299
macro avg,0.8465811965811966,0.8855983436853002,0.8476248995359208,97.0
weighted avg,0.8995109701295267,0.865979381443299,0.8723735074719615,97.0
