mean_fit_time,std_fit_time,mean_score_time,std_score_time,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0.006785297393798828,0.0013236321049186004,0.0017922878265380859,0.00039716475372004496,{},0.675,0.8625,0.7875,0.675,0.65,0.73,0.08162413858657254,1,0.83125,0.7875,0.784375,0.796875,0.809375,0.8018750000000001,0.017070625354684583
