,precision,recall,f1-score,support
1,0.6,0.8571428571428571,0.7058823529411764,7.0
2,0.8461538461538461,0.5238095238095238,0.6470588235294118,21.0
3,0.76,0.76,0.76,25.0
4,0.42857142857142855,0.42857142857142855,0.42857142857142855,21.0
5,0.6785714285714286,0.8260869565217391,0.7450980392156864,23.0
accuracy,0.6597938144329897,0.6597938144329897,0.6597938144329897,0.6597938144329897
macro avg,0.6626593406593406,0.6791221532091097,0.6573221288515406,97.0
weighted avg,0.6760450889316868,0.6597938144329897,0.6563573883161512,97.0
