,precision,recall,f1-score,support
1,0.0,0.0,0.0,7.0
2,0.0,0.0,0.0,21.0
3,0.9230769230769231,0.48,0.631578947368421,25.0
4,0.2753623188405797,0.9047619047619048,0.4222222222222222,21.0
5,0.8666666666666667,0.5652173913043478,0.6842105263157895,23.0
accuracy,0.4536082474226804,0.4536082474226804,0.4536082474226804,0.4536082474226804
macro avg,0.41302118171683394,0.3899958592132505,0.3476023391812865,97.0
weighted avg,0.5030192278959649,0.4536082474226804,0.41642249954783866,97.0
