mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_n_neighbors,param_weights,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0.05777277946472168,0.02160081189528971,0.08049559593200684,0.02044292208714616,1,uniform,"{'n_neighbors': 1, 'weights': 'uniform'}",0.725,0.925,0.875,0.8,0.8875,0.8425,0.07141428428542851,4,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.039132308959960935,0.0032062513937483475,0.06316466331481933,0.009660557853542322,1,distance,"{'n_neighbors': 1, 'weights': 'distance'}",0.725,0.925,0.875,0.8,0.8875,0.8425,0.07141428428542851,4,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.03460736274719238,0.0013078776239383663,0.06088838577270508,0.004051390947303189,2,uniform,"{'n_neighbors': 2, 'weights': 'uniform'}",0.6625,0.8,0.875,0.725,0.8125,0.775,0.07373940601876314,51,0.915625,0.9,0.8875,0.89375,0.878125,0.8949999999999999,0.012593401049756179
0.03591766357421875,0.002390709632725458,0.056916427612304685,0.004607132813663952,2,distance,"{'n_neighbors': 2, 'weights': 'distance'}",0.725,0.925,0.875,0.8,0.8875,0.8425,0.07141428428542851,4,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.04798746109008789,0.007680288927345972,0.07049732208251953,0.004122481095703808,3,uniform,"{'n_neighbors': 3, 'weights': 'uniform'}",0.7,0.85,0.8625,0.7875,0.8375,0.8074999999999999,0.059476886266851624,28,0.94375,0.903125,0.896875,0.9125,0.903125,0.911875,0.01670048651985924
0.03828887939453125,0.0028427432035089497,0.0655848503112793,0.011349585015055385,3,distance,"{'n_neighbors': 3, 'weights': 'distance'}",0.7125,0.8875,0.8625,0.8,0.8625,0.825,0.06324555320336758,19,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.03508391380310059,0.001436795013154354,0.05810260772705078,0.0022652300241029215,4,uniform,"{'n_neighbors': 4, 'weights': 'uniform'}",0.725,0.8875,0.85,0.7625,0.8375,0.8125,0.059686681931566614,25,0.921875,0.89375,0.896875,0.890625,0.88125,0.896875,0.013549677117924253
0.03721923828125,0.001722536541351499,0.060122013092041016,0.0060862492718510896,4,distance,"{'n_neighbors': 4, 'weights': 'distance'}",0.75,0.9125,0.8875,0.775,0.9,0.845,0.0682825014187383,3,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.03881592750549316,0.0036427093510556065,0.06431217193603515,0.0037396467747686135,5,uniform,"{'n_neighbors': 5, 'weights': 'uniform'}",0.7375,0.875,0.8875,0.775,0.8875,0.8324999999999999,0.06354132513569415,12,0.91875,0.896875,0.884375,0.890625,0.88125,0.8943749999999999,0.013317047345414057
0.038394498825073245,0.006621024284139159,0.06201949119567871,0.009602294784645348,5,distance,"{'n_neighbors': 5, 'weights': 'distance'}",0.7375,0.8875,0.8875,0.7875,0.9375,0.8475000000000001,0.07348469228349533,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
