,precision,recall,f1-score,support
1,1.0,1.0,1.0,7.0
2,1.0,0.6190476190476191,0.7647058823529412,21.0
3,0.9166666666666666,0.88,0.8979591836734694,25.0
4,0.6923076923076923,0.8571428571428571,0.7659574468085107,21.0
5,0.7777777777777778,0.9130434782608695,0.84,23.0
accuracy,0.8350515463917526,0.8350515463917526,0.8350515463917526,0.8350515463917526
macro avg,0.8773504273504272,0.853846790890269,0.8537245025669844,97.0
weighted avg,0.8592166710723411,0.8350515463917526,0.8341537062291468,97.0
