,precision,recall,f1-score,support
1,0.5833333333333334,1.0,0.7368421052631579,7.0
2,0.9375,0.7142857142857143,0.8108108108108109,21.0
3,0.9166666666666666,0.88,0.8979591836734694,25.0
4,0.6086956521739131,0.6666666666666666,0.6363636363636365,21.0
5,0.9090909090909091,0.8695652173913043,0.888888888888889,23.0
accuracy,0.8041237113402062,0.8041237113402062,0.8041237113402062,0.8041237113402062
macro avg,0.7910573122529645,0.826103519668737,0.7941729249999926,97.0
weighted avg,0.8286515423169389,0.8041237113402062,0.8086802284926463,97.0
