mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_n_neighbors,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0.06831459999084473,0.007871718312279999,0.2546236038208008,0.03322942708096366,4,{'n_neighbors': 4},0.6830188679245283,0.630188679245283,0.6679245283018868,0.7132075471698113,0.6490566037735849,0.6686792452830188,0.028479943040170874,3,0.7990566037735849,0.810377358490566,0.8028301886792453,0.780188679245283,0.8150943396226416,0.801509433962264,0.012045954490198024
0.08472304344177246,0.023867420776805218,0.27565340995788573,0.05104270701656041,5,{'n_neighbors': 5},0.690566037735849,0.630188679245283,0.690566037735849,0.7132075471698113,0.6490566037735849,0.6747169811320755,0.030414251591863967,1,0.789622641509434,0.8018867924528302,0.7849056603773585,0.7726415094339623,0.7867924528301887,0.7871698113207548,0.009369591711649172
0.0727379322052002,0.004531904134173619,0.27021017074584963,0.003341947003795485,6,{'n_neighbors': 6},0.6943396226415094,0.6339622641509434,0.690566037735849,0.6943396226415094,0.6339622641509434,0.6694339622641509,0.02899527956573365,2,0.7594339622641509,0.779245283018868,0.7707547169811321,0.7603773584905661,0.7688679245283019,0.7677358490566037,0.007292886071731208
