,precision,recall,f1-score,support
1,0.0,0.0,0.0,7.0
2,0.0,0.0,0.0,21.0
3,1.0,0.04,0.07692307692307693,25.0
4,0.22105263157894736,1.0,0.3620689655172414,21.0
5,1.0,0.043478260869565216,0.08333333333333333,23.0
accuracy,0.23711340206185566,0.23711340206185566,0.23711340206185566,0.23711340206185566
macro avg,0.4442105263157895,0.21669565217391304,0.10446507515473033,97.0
weighted avg,0.5427021161150298,0.23711340206185566,0.11797105016088308,97.0
