,precision,recall,f1-score,support
1,0.6363636363636364,1.0,0.7777777777777778,7.0
2,1.0,0.8571428571428571,0.923076923076923,21.0
3,1.0,0.96,0.9795918367346939,25.0
4,0.76,0.9047619047619048,0.8260869565217391,21.0
5,1.0,0.8260869565217391,0.9047619047619047,23.0
accuracy,0.8969072164948454,0.8969072164948454,0.8969072164948454,0.8969072164948454
macro avg,0.8792727272727273,0.9095983436853002,0.8822590797746077,97.0
weighted avg,0.9217994376757263,0.8969072164948454,0.9018165530299743,97.0
