mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_criterion,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0.1007265567779541,0.004845419531722969,0.0004063129425048828,0.0004977668904058178,gini,{'criterion': 'gini'},0.7625,0.825,0.7848101265822784,0.7088607594936709,0.810126582278481,0.7782594936708861,0.04076185227864046,2,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.2156078338623047,0.012521826990392892,0.0007987499237060546,0.0003993756841819598,entropy,{'criterion': 'entropy'},0.7875,0.825,0.7341772151898734,0.7848101265822784,0.7974683544303798,0.7857911392405063,0.02946717449462507,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
