,precision,recall,f1-score,support
1,0.39622641509433965,0.7,0.5060240963855422,30.0
2,0.16666666666666666,0.05263157894736842,0.08,19.0
3,0.16,0.21052631578947367,0.1818181818181818,19.0
4,0.2,0.25,0.22222222222222224,16.0
5,0.0,0.0,0.0,21.0
accuracy,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.2857142857142857
macro avg,0.18457861635220127,0.2426315789473684,0.19801290008518924,105.0
weighted avg,0.2027948487571129,0.2857142857142857,0.22581737049206932,105.0
