mean_fit_time,std_fit_time,mean_score_time,std_score_time,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0.0041885852813720705,0.001162818543266262,0.0015957355499267578,0.0004886167135700321,{},0.30952380952380953,0.2891566265060241,0.24096385542168675,0.27710843373493976,0.1686746987951807,0.25708548479632815,0.04950884472499923,1,0.3463855421686747,0.35735735735735735,0.2732732732732733,0.33633633633633636,0.2822822822822823,0.3191269582835848,0.034527806418562824
