,precision,recall,f1-score,support
1,0.0,0.0,0.0,30.0
2,0.23809523809523808,0.2631578947368421,0.25,19.0
3,0.21212121212121213,0.3684210526315789,0.2692307692307693,19.0
4,0.20408163265306123,0.625,0.3076923076923077,16.0
5,0.0,0.0,0.0,21.0
accuracy,0.20952380952380953,0.20952380952380953,0.20952380952380953,0.20952380952380953
macro avg,0.13085961657390227,0.2513157894736842,0.1653846153846154,105.0
weighted avg,0.11256589215772889,0.20952380952380953,0.14084249084249087,105.0
