,precision,recall,f1-score,support
1,1.0,0.06666666666666667,0.125,30.0
2,0.4166666666666667,0.2631578947368421,0.3225806451612903,19.0
3,0.2631578947368421,0.2631578947368421,0.2631578947368421,19.0
4,0.18,0.5625,0.2727272727272727,16.0
5,0.22727272727272727,0.23809523809523808,0.23255813953488372,21.0
accuracy,0.24761904761904763,0.24761904761904763,0.24761904761904763,0.24761904761904763
macro avg,0.41741945773524713,0.2787155388471178,0.24320479043205778,105.0
weighted avg,0.4816132756132756,0.24761904761904763,0.22977513858984225,105.0
