mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_n_neighbors,param_weights,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0.019140100479125975,0.0009789581084479204,0.03212141990661621,0.0007448241744104965,1,uniform,"{'n_neighbors': 1, 'weights': 'uniform'}",0.8452380952380952,0.7108433734939759,0.7590361445783133,0.7349397590361446,0.7710843373493976,0.7642283419391853,0.04548476593413149,16,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.021419382095336913,0.0050218601894001695,0.03305072784423828,0.004566868129657778,1,distance,"{'n_neighbors': 1, 'weights': 'distance'}",0.8452380952380952,0.7108433734939759,0.7590361445783133,0.7349397590361446,0.7710843373493976,0.7642283419391853,0.04548476593413149,16,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.01915011405944824,0.0007457624249260715,0.032911491394042966,0.0010924935834524475,2,uniform,"{'n_neighbors': 2, 'weights': 'uniform'}",0.7142857142857143,0.7228915662650602,0.7469879518072289,0.7228915662650602,0.7710843373493976,0.7356282271944922,0.020814067411815462,56,0.8945783132530121,0.8948948948948949,0.8978978978978979,0.9129129129129129,0.9039039039039038,0.9008375845725244,0.006904370566112899
0.018634605407714843,0.0004074390450790864,0.02952156066894531,0.0004884999593777486,2,distance,"{'n_neighbors': 2, 'weights': 'distance'}",0.8452380952380952,0.7108433734939759,0.7590361445783133,0.7349397590361446,0.7710843373493976,0.7642283419391853,0.04548476593413149,16,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.018558502197265625,0.0004798302174861685,0.03169879913330078,0.0007427034800768281,3,uniform,"{'n_neighbors': 3, 'weights': 'uniform'}",0.75,0.7349397590361446,0.7951807228915663,0.7228915662650602,0.7590361445783133,0.7524096385542169,0.02472082473335324,38,0.9156626506024096,0.8978978978978979,0.8828828828828829,0.9219219219219219,0.9069069069069069,0.9050544520424039,0.013735150178055176
0.01835036277770996,0.0004889087212273168,0.02992115020751953,9.60800250988478e-07,3,distance,"{'n_neighbors': 3, 'weights': 'distance'}",0.7857142857142857,0.7228915662650602,0.8192771084337349,0.7469879518072289,0.8192771084337349,0.7788296041308089,0.038632512090574646,4,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.018557929992675783,0.0004953188895993287,0.032535457611083986,0.0005109608325988843,4,uniform,"{'n_neighbors': 4, 'weights': 'uniform'}",0.7619047619047619,0.7590361445783133,0.7831325301204819,0.7710843373493976,0.7349397590361446,0.7620195065978199,0.01593836417021086,21,0.891566265060241,0.9069069069069069,0.8708708708708709,0.8798798798798799,0.8798798798798799,0.8858207605195556,0.01242355599619884
0.01893458366394043,0.0008757946544528104,0.029727649688720704,0.0007576618253663601,4,distance,"{'n_neighbors': 4, 'weights': 'distance'}",0.7976190476190477,0.7590361445783133,0.8433734939759037,0.7710843373493976,0.7710843373493976,0.7884394721744119,0.030229020625693038,3,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.01934804916381836,0.0018498330679741887,0.03232154846191406,0.000498631619071109,5,uniform,"{'n_neighbors': 5, 'weights': 'uniform'}",0.7857142857142857,0.7590361445783133,0.7951807228915663,0.7710843373493976,0.7710843373493976,0.7764199655765921,0.012629216060477887,5,0.8765060240963856,0.8738738738738738,0.8768768768768769,0.8498498498498499,0.8768768768768769,0.8707967003147725,0.010533499073040065
0.023737192153930664,0.004433034484588255,0.03231282234191894,0.0013527355463309142,5,distance,"{'n_neighbors': 5, 'weights': 'distance'}",0.8095238095238095,0.7469879518072289,0.8554216867469879,0.7951807228915663,0.7469879518072289,0.7908204245553644,0.040950514580506844,2,1.0,1.0,1.0,1.0,1.0,1.0,0.0
