mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_criterion,param_max_features,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0.02612910270690918,0.0026118788033608156,0.0022014617919921876,0.0007530941602992477,gini,10,10,"{'criterion': 'gini', 'max_features': 10, 'n_estimators': 10}",0.8690476190476191,0.8072289156626506,0.9156626506024096,0.891566265060241,0.8192771084337349,0.860556511761331,0.041516772238036716,200,0.9969879518072289,1.0,0.996996996996997,0.996996996996997,0.996996996996997,0.997595788559644,0.0012021108246760871
0.046875524520874026,0.001273807503195269,0.002591562271118164,0.0004900377872784653,gini,10,20,"{'criterion': 'gini', 'max_features': 10, 'n_estimators': 20}",0.8928571428571429,0.8554216867469879,0.927710843373494,0.9397590361445783,0.8674698795180723,0.8966437177280551,0.03282926682515773,186,1.0,1.0,0.996996996996997,1.0,1.0,0.9993993993993995,0.0012012012012012187
0.06841349601745605,0.0004882466967098976,0.0033913612365722655,0.0004888311098955219,gini,10,30,"{'criterion': 'gini', 'max_features': 10, 'n_estimators': 30}",0.8928571428571429,0.9036144578313253,0.9518072289156626,0.927710843373494,0.8554216867469879,0.9062822719449226,0.032575622267277546,159,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.09214844703674316,0.003550603372961224,0.0041849613189697266,0.00040079577181060253,gini,10,40,"{'criterion': 'gini', 'max_features': 10, 'n_estimators': 40}",0.9166666666666666,0.9156626506024096,0.9397590361445783,0.9518072289156626,0.8795180722891566,0.9206827309236948,0.024772964679985774,48,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.11431450843811035,0.0027155768961104557,0.004986333847045899,1.4805006691226983e-06,gini,10,50,"{'criterion': 'gini', 'max_features': 10, 'n_estimators': 50}",0.9166666666666666,0.8795180722891566,0.963855421686747,0.9397590361445783,0.8795180722891566,0.9158634538152611,0.03321700318353772,100,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.13365507125854492,0.0017924123127801197,0.005980348587036133,0.0006257143166847761,gini,10,60,"{'criterion': 'gini', 'max_features': 10, 'n_estimators': 60}",0.9166666666666666,0.8795180722891566,0.963855421686747,0.9397590361445783,0.8674698795180723,0.9134538152610443,0.03607981703846449,121,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.1615675449371338,0.006775785036742077,0.00698237419128418,0.0006295451569835195,gini,10,70,"{'criterion': 'gini', 'max_features': 10, 'n_estimators': 70}",0.9166666666666666,0.9036144578313253,0.963855421686747,0.9397590361445783,0.8795180722891566,0.9206827309236948,0.02908529005381513,48,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.19647412300109862,0.017614726490141112,0.008581590652465821,0.001737578466018032,gini,10,80,"{'criterion': 'gini', 'max_features': 10, 'n_estimators': 80}",0.9166666666666666,0.9036144578313253,0.9759036144578314,0.9759036144578314,0.891566265060241,0.9327309236947791,0.036133420857110285,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.2050541877746582,0.0040762870878390265,0.008377599716186523,0.0004889670460316098,gini,10,90,"{'criterion': 'gini', 'max_features': 10, 'n_estimators': 90}",0.9047619047619048,0.9036144578313253,0.9759036144578314,0.9397590361445783,0.8795180722891566,0.9207114170969593,0.033623132088536914,39,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.2652869701385498,0.04201735212630059,0.010767412185668946,0.001164128770987352,gini,10,100,"{'criterion': 'gini', 'max_features': 10, 'n_estimators': 100}",0.9285714285714286,0.891566265060241,0.9759036144578314,0.963855421686747,0.891566265060241,0.9302925989672979,0.03523988679399582,3,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.03274273872375488,0.001749664985426293,0.0019946575164794924,2.78041453115716e-07,gini,20,10,"{'criterion': 'gini', 'max_features': 20, 'n_estimators': 10}",0.8452380952380952,0.8433734939759037,0.9036144578313253,0.8795180722891566,0.8433734939759037,0.8630235226620769,0.024528607252361084,199,1.0,1.0,1.0,0.990990990990991,0.996996996996997,0.9975975975975976,0.003502073210117306
0.06961073875427246,0.004693896153003551,0.0032042980194091795,0.0009708364656175326,gini,20,20,"{'criterion': 'gini', 'max_features': 20, 'n_estimators': 20}",0.8928571428571429,0.8674698795180723,0.9397590361445783,0.9518072289156626,0.8795180722891566,0.9062822719449226,0.033454965935119894,159,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.09215121269226074,0.001038268959919585,0.003191566467285156,0.00039834984758123636,gini,20,30,"{'criterion': 'gini', 'max_features': 20, 'n_estimators': 30}",0.9047619047619048,0.9036144578313253,0.927710843373494,0.9759036144578314,0.8674698795180723,0.9158921399885255,0.03566622419629969,96,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.1234745979309082,0.0023150644242573007,0.00418386459350586,0.000401422880016318,gini,20,40,"{'criterion': 'gini', 'max_features': 20, 'n_estimators': 40}",0.9047619047619048,0.8795180722891566,0.9759036144578314,0.963855421686747,0.891566265060241,0.9231210556511762,0.03918997443015049,24,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.151993989944458,0.0013531418426786428,0.005185317993164062,0.00039926026577632767,gini,20,50,"{'criterion': 'gini', 'max_features': 20, 'n_estimators': 50}",0.9047619047619048,0.8674698795180723,0.963855421686747,0.9759036144578314,0.8674698795180723,0.9158921399885255,0.04629290704542076,96,1.0,1.0,1.0,1.0,1.0,1.0,0.0
