,precision,recall,f1-score,support
1,0.29292929292929293,0.9666666666666667,0.4496124031007752,30.0
2,0.0,0.0,0.0,19.0
3,0.0,0.0,0.0,19.0
4,0.0,0.0,0.0,16.0
5,0.0,0.0,0.0,21.0
accuracy,0.2761904761904762,0.2761904761904762,0.2761904761904762,0.2761904761904762
macro avg,0.05858585858585859,0.19333333333333333,0.08992248062015504,105.0
weighted avg,0.08369408369408368,0.2761904761904762,0.1284606866002215,105.0
