,precision,recall,f1-score,support
1,0.92,0.7666666666666667,0.8363636363636363,30.0
2,0.7894736842105263,0.7894736842105263,0.7894736842105263,19.0
3,0.7272727272727273,0.8421052631578947,0.7804878048780488,19.0
4,0.6818181818181818,0.9375,0.7894736842105263,16.0
5,0.9411764705882353,0.7619047619047619,0.8421052631578947,21.0
accuracy,0.8095238095238095,0.8095238095238095,0.8095238095238095,0.8095238095238095
macro avg,0.8119482127779343,0.8195300751879699,0.8075808145641264,105.0
weighted avg,0.8294474153297683,0.8095238095238095,0.8117711129264402,105.0
