,precision,recall,f1-score,support
1,1.0,0.06666666666666667,0.125,30.0
2,0.13636363636363635,0.15789473684210525,0.14634146341463414,19.0
3,0.23809523809523808,0.2631578947368421,0.25,19.0
4,0.21739130434782608,0.3125,0.2564102564102564,16.0
5,0.32432432432432434,0.5714285714285714,0.41379310344827586,21.0
accuracy,0.2571428571428571,0.2571428571428571,0.2571428571428571,0.2571428571428571
macro avg,0.38323490062620497,0.2743295739348371,0.2383089646546333,105.0
weighted avg,0.4514646694770919,0.2571428571428571,0.229263876951009,105.0
