,precision,recall,f1-score,support
1,0.2857142857142857,1.0,0.4444444444444445,30.0
2,0.0,0.0,0.0,19.0
3,0.0,0.0,0.0,19.0
4,0.0,0.0,0.0,16.0
5,0.0,0.0,0.0,21.0
accuracy,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.2857142857142857
macro avg,0.05714285714285714,0.2,0.08888888888888889,105.0
weighted avg,0.08163265306122448,0.2857142857142857,0.12698412698412698,105.0
