mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_solver,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0.25252509117126465,0.018050700013702736,0.0001995563507080078,0.0003991127014160156,1,newton-cg,"{'C': 1, 'solver': 'newton-cg'}",0.9404761904761905,0.9397590361445783,0.927710843373494,0.9518072289156626,0.9036144578313253,0.93267355134825,0.01640879200844265,7,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.8819434165954589,0.11728982760092481,0.0011119365692138672,0.0007885220719576985,1,sag,"{'C': 1, 'solver': 'sag'}",0.9404761904761905,0.9397590361445783,0.963855421686747,0.9518072289156626,0.891566265060241,0.9374928284566838,0.024589321885507037,4,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.9102858543395996,0.023733767251901607,0.001595926284790039,0.0022390926696723118,1,saga,"{'C': 1, 'solver': 'saga'}",0.9404761904761905,0.9518072289156626,0.9518072289156626,0.9518072289156626,0.9036144578313253,0.9399024670109007,0.018667184237901452,2,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.19351119995117189,0.01265490583121182,0.0005990982055664063,0.000489164239487881,1,lbfgs,"{'C': 1, 'solver': 'lbfgs'}",0.9404761904761905,0.9397590361445783,0.927710843373494,0.9518072289156626,0.9036144578313253,0.93267355134825,0.01640879200844265,7,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.3755500316619873,0.12615231601082513,0.0010002613067626952,0.001092162587681995,10,newton-cg,"{'C': 10, 'solver': 'newton-cg'}",0.9404761904761905,0.9156626506024096,0.9397590361445783,0.9518072289156626,0.9036144578313253,0.9302639127940333,0.017787370574730517,9,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.8444437980651855,0.17785195464213896,0.0007991313934326172,0.0006815330664330511,10,sag,"{'C': 10, 'solver': 'sag'}",0.9404761904761905,0.9397590361445783,0.963855421686747,0.9518072289156626,0.891566265060241,0.9374928284566838,0.024589321885507037,4,1.0,1.0,1.0,1.0,1.0,1.0,0.0
1.1707259654998778,0.08855542260436197,0.004313230514526367,0.00696811598625656,10,saga,"{'C': 10, 'solver': 'saga'}",0.9404761904761905,0.9518072289156626,0.9518072289156626,0.9518072289156626,0.9036144578313253,0.9399024670109007,0.018667184237901452,2,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.24434208869934082,0.03959366398875993,0.0005655765533447265,0.0004657269622647939,10,lbfgs,"{'C': 10, 'solver': 'lbfgs'}",0.9404761904761905,0.9156626506024096,0.927710843373494,0.9518072289156626,0.9036144578313253,0.9278542742398164,0.017142238862109756,10,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.28821864128112795,0.03522524989554128,0.0003281116485595703,0.0004171179586915615,100,newton-cg,"{'C': 100, 'solver': 'newton-cg'}",0.9404761904761905,0.9156626506024096,0.927710843373494,0.9518072289156626,0.891566265060241,0.9254446356855995,0.02083027069875899,11,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.7030069351196289,0.025330101081452946,0.0009052276611328125,0.0004922539758514607,100,sag,"{'C': 100, 'solver': 'sag'}",0.9404761904761905,0.9397590361445783,0.9518072289156626,0.9518072289156626,0.9036144578313253,0.9374928284566838,0.01772898340826842,4,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.91310715675354,0.05209704624165641,0.0008511543273925781,0.00044363190226532815,100,saga,"{'C': 100, 'solver': 'saga'}",0.9404761904761905,0.9518072289156626,0.963855421686747,0.9518072289156626,0.9036144578313253,0.9423121055651176,0.020713800852296592,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.27031545639038085,0.02803988667489519,0.0010632038116455077,0.001224085357836588,100,lbfgs,"{'C': 100, 'solver': 'lbfgs'}",0.9404761904761905,0.9156626506024096,0.927710843373494,0.9518072289156626,0.891566265060241,0.9254446356855995,0.02083027069875899,11,1.0,1.0,1.0,1.0,1.0,1.0,0.0
