,precision,recall,f1-score,support
1,0.3835616438356164,0.9333333333333333,0.5436893203883495,30.0
2,0.0,0.0,0.0,19.0
3,0.0,0.0,0.0,19.0
4,0.3125,0.625,0.4166666666666667,16.0
5,0.0,0.0,0.0,21.0
accuracy,0.3619047619047619,0.3619047619047619,0.3619047619047619,0.3619047619047619
macro avg,0.13921232876712328,0.31166666666666665,0.19207119741100326,105.0
weighted avg,0.15720808871493802,0.3619047619047619,0.21883186931730622,105.0
