,precision,recall,f1-score,support
1,0.967741935483871,1.0,0.9836065573770492,30.0
2,0.9473684210526315,0.9473684210526315,0.9473684210526315,19.0
3,0.9411764705882353,0.8421052631578947,0.8888888888888888,19.0
4,0.8888888888888888,1.0,0.9411764705882353,16.0
5,1.0,0.9523809523809523,0.975609756097561,21.0
accuracy,0.9523809523809523,0.9523809523809523,0.9523809523809523,0.9523809523809523
macro avg,0.9490351432027253,0.9483709273182956,0.9473300188008732,105.0
weighted avg,0.9536841259801412,0.9523809523809523,0.9518448954062944,105.0
