,precision,recall,f1-score,support
1,0.8076923076923077,0.7,0.75,30.0
2,0.6666666666666666,0.631578947368421,0.6486486486486486,19.0
3,0.5217391304347826,0.631578947368421,0.5714285714285715,19.0
4,0.6190476190476191,0.8125,0.7027027027027026,16.0
5,0.7647058823529411,0.6190476190476191,0.6842105263157895,21.0
accuracy,0.6761904761904762,0.6761904761904762,0.6761904761904762,0.6761904761904762
macro avg,0.6759703212388635,0.6789411027568921,0.6713980898191425,105.0
weighted avg,0.6930863315225756,0.6761904761904762,0.6789822045461142,105.0
