,precision,recall,f1-score,support
1,0.0,0.0,0.0,30.0
2,0.0,0.0,0.0,19.0
3,0.18095238095238095,1.0,0.3064516129032258,19.0
4,0.0,0.0,0.0,16.0
5,0.0,0.0,0.0,21.0
accuracy,0.18095238095238095,0.18095238095238095,0.18095238095238095,0.18095238095238095
macro avg,0.03619047619047619,0.2,0.061290322580645165,105.0
weighted avg,0.0327437641723356,0.18095238095238095,0.0554531490015361,105.0
