mean_fit_time,std_fit_time,mean_score_time,std_score_time,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0.004602909088134766,0.0010462782287541078,0.0013736724853515626,0.00046122702613762514,{},0.7619047619047619,0.7710843373493976,0.8795180722891566,0.7228915662650602,0.7469879518072289,0.7764773379231211,0.054036832222795844,1,0.9307228915662651,0.9459459459459459,0.918918918918919,0.9129129129129129,0.9369369369369369,0.9290875212561959,0.01194581662467968
