mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_criterion,param_max_features,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0.030710887908935548,0.004276442533553112,0.0017948150634765625,0.0003988180588328233,gini,10,10,"{'criterion': 'gini', 'max_features': 10, 'n_estimators': 10}",0.8690476190476191,0.8313253012048193,0.927710843373494,0.9397590361445783,0.8433734939759037,0.8822432587492829,0.04393856579843892,199,1.0,0.996996996996997,0.996996996996997,0.996996996996997,0.996996996996997,0.9975975975975976,0.0012012012012012185
0.056543159484863284,0.0024903689100423854,0.0029489994049072266,0.0005620710392134723,gini,10,20,"{'criterion': 'gini', 'max_features': 10, 'n_estimators': 20}",0.9285714285714286,0.891566265060241,0.927710843373494,0.9397590361445783,0.8674698795180723,0.9110154905335628,0.02715742915430778,144,1.0,1.0,1.0,0.996996996996997,0.996996996996997,0.9987987987987988,0.0014711650106806087
0.09264726638793945,0.0030833993691259886,0.0047534465789794925,0.0011677646850752792,gini,10,30,"{'criterion': 'gini', 'max_features': 10, 'n_estimators': 30}",0.9285714285714286,0.8674698795180723,0.9518072289156626,0.9759036144578314,0.8795180722891566,0.9206540447504302,0.04148841878127505,62,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.19277586936950683,0.08101546800297224,0.02578120231628418,0.034292283802645034,gini,10,40,"{'criterion': 'gini', 'max_features': 10, 'n_estimators': 40}",0.9047619047619048,0.8674698795180723,0.9518072289156626,0.927710843373494,0.8795180722891566,0.906253585771658,0.030843919892436376,168,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.22240943908691407,0.02063037051744262,0.008910751342773438,0.0022669371029749763,gini,10,50,"{'criterion': 'gini', 'max_features': 10, 'n_estimators': 50}",0.9047619047619048,0.9036144578313253,0.963855421686747,0.9397590361445783,0.891566265060241,0.9207114170969593,0.02690854797467553,52,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.17652149200439454,0.03701168209482086,0.008316946029663087,0.0022011355121691408,gini,10,60,"{'criterion': 'gini', 'max_features': 10, 'n_estimators': 60}",0.9285714285714286,0.9036144578313253,0.9759036144578314,0.963855421686747,0.891566265060241,0.9327022375215147,0.032839642486020976,3,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.2126178741455078,0.03551090290101959,0.007992982864379883,0.0010958279793644354,gini,10,70,"{'criterion': 'gini', 'max_features': 10, 'n_estimators': 70}",0.9285714285714286,0.9036144578313253,0.9518072289156626,0.963855421686747,0.8795180722891566,0.925473321858864,0.030873786333602295,18,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.2203761100769043,0.021624131669197376,0.009276962280273438,0.0007281720993218609,gini,10,80,"{'criterion': 'gini', 'max_features': 10, 'n_estimators': 80}",0.9285714285714286,0.8795180722891566,0.9397590361445783,0.9759036144578314,0.8795180722891566,0.9206540447504304,0.03705276528482534,61,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.25297322273254397,0.030991962488983133,0.010922574996948242,0.0019250295322056786,gini,10,90,"{'criterion': 'gini', 'max_features': 10, 'n_estimators': 90}",0.9047619047619048,0.9036144578313253,0.963855421686747,0.963855421686747,0.8674698795180723,0.9207114170969593,0.03769393730484541,52,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.24959678649902345,0.003530423803270444,0.01046457290649414,0.0006073743807947222,gini,10,100,"{'criterion': 'gini', 'max_features': 10, 'n_estimators': 100}",0.9166666666666666,0.927710843373494,0.963855421686747,0.9759036144578314,0.8795180722891566,0.9327309236947791,0.0344890844122845,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.04741401672363281,0.011780337452719189,0.0033158779144287108,0.001052613197868564,gini,20,10,"{'criterion': 'gini', 'max_features': 20, 'n_estimators': 10}",0.8690476190476191,0.8795180722891566,0.9397590361445783,0.9518072289156626,0.8313253012048193,0.8942914515203672,0.045156629188473504,189,1.0,1.0,1.0,1.0,0.996996996996997,0.9993993993993995,0.0012012012012012185
0.09260129928588867,0.009552926183879682,0.002993059158325195,0.0006318830303064567,gini,20,20,"{'criterion': 'gini', 'max_features': 20, 'n_estimators': 20}",0.8809523809523809,0.8554216867469879,0.9397590361445783,0.9397590361445783,0.8554216867469879,0.8942627653471028,0.03829946845409296,190,0.9969879518072289,1.0,1.0,1.0,1.0,0.9993975903614458,0.0012048192771084488
0.13883814811706544,0.027811762884624044,0.004496049880981445,0.0011978493502558464,gini,20,30,"{'criterion': 'gini', 'max_features': 20, 'n_estimators': 30}",0.8928571428571429,0.8795180722891566,0.9518072289156626,0.9397590361445783,0.891566265060241,0.9111015490533564,0.028948939953286613,132,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.14980726242065429,0.009718522691554812,0.006824398040771484,0.0022554158185289185,gini,20,40,"{'criterion': 'gini', 'max_features': 20, 'n_estimators': 40}",0.8928571428571429,0.9036144578313253,0.963855421686747,0.963855421686747,0.8795180722891566,0.9207401032702238,0.03602183897475734,44,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.19866337776184081,0.03267975564481209,0.006641769409179687,0.001548548406103714,gini,20,50,"{'criterion': 'gini', 'max_features': 20, 'n_estimators': 50}",0.9047619047619048,0.8795180722891566,0.963855421686747,0.9397590361445783,0.8554216867469879,0.908663224325875,0.03927454561808029,154,1.0,1.0,1.0,1.0,1.0,1.0,0.0
