mean_fit_time,std_fit_time,mean_score_time,std_score_time,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0.005791187286376953,0.001787150446515181,0.0024091720581054686,0.0019643746286737043,{},0.20238095238095238,0.20481927710843373,0.2891566265060241,0.27710843373493976,0.24096385542168675,0.2428858290304073,0.03579266618166553,1,0.29518072289156627,0.2852852852852853,0.34234234234234234,0.2912912912912913,0.27627627627627627,0.2980751836173523,0.02303368967481154
