,precision,recall,f1-score,support
1,0.625,0.3333333333333333,0.43478260869565216,30.0
2,0.15789473684210525,0.15789473684210525,0.15789473684210525,19.0
3,0.25,0.3684210526315789,0.2978723404255319,19.0
4,0.045454545454545456,0.0625,0.052631578947368425,16.0
5,0.15,0.14285714285714285,0.14634146341463414,21.0
accuracy,0.22857142857142856,0.22857142857142856,0.22857142857142856,0.22857142857142856
macro avg,0.24566985645933012,0.21300125313283208,0.2179045456650584,105.0
weighted avg,0.2893073593073593,0.22857142857142856,0.24398408308399885,105.0
