,precision,recall,f1-score,support
1,0.896551724137931,0.8666666666666667,0.8813559322033899,30.0
2,0.0,0.0,0.0,19.0
3,0.0,0.0,0.0,19.0
4,0.21333333333333335,1.0,0.3516483516483517,16.0
5,0.0,0.0,0.0,21.0
accuracy,0.4,0.4,0.4,0.4
macro avg,0.2219770114942529,0.37333333333333335,0.24660085677034832,105.0
weighted avg,0.2886655719759168,0.4,0.30540049135690783,105.0
